year,arm_id,model,group,outcome_stratum,n,outcome_positive_count,mean,std,median,iqr,p10,p25,p50,p75,p90,fraction_ge_0_5
2023,D6_ARM_002,fairbias,3,Y1,238,238,0.11224643905520436,0.079815186416363,0.08914643080471782,0.07156847735882205,0.04230865042454434,0.05975405800331161,0.08914643080471782,0.13132253536213365,0.21326798601649127,0.0
2023,D6_ARM_002,fairbias,4,all,1645,56,0.05472975743563394,0.04323965716660874,0.04490976045754105,0.03556427726958101,0.020357458025031187,0.03039742313666994,0.04490976045754105,0.06596170040625095,0.09948044836489219,0.0006079027355623101
2023,D6_ARM_002,fairbias,4,Y0,1589,0,0.05378585773945584,0.042413845618777674,0.04374677783488926,0.03421492019233471,0.020122309922872034,0.03016431285197383,0.04374677783488926,0.06437923304430854,0.09800542220561032,0.0006293266205160479
2023,D6_ARM_002,fairbias,4,Y1,56,56,0.08151291131468737,0.056478449541525574,0.06258428588853242,0.04791208181616165,0.031084097329772752,0.04726351307923317,0.06258428588853242,0.09517559489539482,0.17164167185629617,0.0
2023,D6_ARM_002,fairbias,5,all,193,9,0.09919332739793285,0.07991013031936242,0.07645857766243809,0.07891335038107593,0.02544012320712871,0.04593243703720226,0.07645857766243809,0.12484578741827819,0.20818197855509582,0.0051813471502590676
2023,D6_ARM_002,fairbias,5,Y0,184,0,0.09056764563667555,0.0651635412796019,0.0738924103157286,0.07403542866714043,0.024660954496286143,0.04509047111953143,0.0738924103157286,0.11912589978667186,0.1798581940249985,0.0
2023,D6_ARM_002,fairbias,5,Y1,9,9,0.2755405989614157,0.13937132591996693,0.25528616288672296,0.1997836511828164,0.1035154188142994,0.19156028917961967,0.25528616288672296,0.3913439403624361,0.43109537932821584,0.1111111111111111
2023,D6_ARM_002,fairbias,6,all,216,34,0.08859863945416956,0.07112776173986947,0.06775687793408564,0.0821476249246521,0.024626641657920764,0.04009251320563946,0.06775687793408564,0.12224013813029155,0.1854914359228871,0.0
2023,D6_ARM_002,fairbias,6,Y0,182,0,0.0852772357554051,0.06948489777748154,0.06590781772045462,0.07896197755668313,0.023242041517415647,0.038407132531699854,0.06590781772045462,0.117369110088383,0.18418476359022498,0.0
2023,D6_ARM_002,fairbias,6,Y1,34,34,0.10637791807696755,0.07805756888089822,0.08754006144109266,0.09506312425380448,0.03967744850365917,0.04760270389463356,0.08754006144109266,0.14266582814843803,0.18381161296648318,0.0
2023,D6_ARM_002,fairbias,7,all,313,32,0.07402893547283655,0.05496672147333962,0.05528072135696631,0.059128445524410295,0.027819347686105313,0.036610559366321405,0.05528072135696631,0.0957390048907317,0.1467225275519782,0.0
2023,D6_ARM_002,fairbias,7,Y0,281,0,0.0683314481935731,0.05009068086909884,0.05210152693847416,0.05138629492847867,0.02724153603303577,0.03579777742037768,0.05210152693847416,0.08718407234885635,0.13133020557228073,0.0
2023,D6_ARM_002,fairbias,7,Y1,32,32,0.12405999564386858,0.06976823238845874,0.10485826685484058,0.1066904947140628,0.05253635619748057,0.06508699830018047,0.10485826685484058,0.17177749301424328,0.21464849262978494,0.0
2023,D6_ARM_003,baseline,1,all,3123,351,0.11208038730841963,0.10334851172456581,0.07889404337218674,0.09845253026887563,0.028637132216901968,0.04447759272336437,0.07889404337218674,0.14293012299224,0.23388636193075826,0.011527377521613832
2023,D6_ARM_003,baseline,1,Y0,2772,0,0.10133459532960609,0.09118315460607064,0.07179202190655412,0.08941996970181564,0.02718124095753271,0.04168639112574481,0.07179202190655412,0.13110636082756044,0.20790621555669955,0.007215007215007215
2023,D6_ARM_003,baseline,1,Y1,351,351,0.19694459062828035,0.1459817639836324,0.15120224657944747,0.18699399611293027,0.05419982760898409,0.08754880138414761,0.15120224657944747,0.2745427974970779,0.4080010932336863,0.045584045584045586
2023,D6_ARM_003,baseline,2,all,26159,1580,0.05916107105223108,0.06545009711826745,0.03913889129710343,0.04451513240288639,0.01527537285939694,0.02355322562128266,0.03913889129710343,0.06806835802416905,0.12175603842316257,0.002828854314002829
2023,D6_ARM_003,baseline,2,Y0,24579,0,0.055101828876137064,0.06030559876188346,0.037544521438133624,0.04078662343806138,0.014900402480009994,0.022894816434770045,0.037544521438133624,0.06368143987283142,0.11018164282002511,0.0024004231254322796
2023,D6_ARM_003,baseline,2,Y1,1580,1580,0.12230797829667074,0.10054854883790834,0.0921630069352078,0.10860599309571155,0.03358561127421095,0.052108419447958756,0.0921630069352078,0.1607144125436703,0.25706166532335367,0.00949367088607595
2023,D6_ARM_003,fairbias,1,all,3123,351,0.10111520150917165,0.08693923734689875,0.07459841787821124,0.07898893428352705,0.030700305358533915,0.04579271749567169,0.07459841787821124,0.12478165177919873,0.19810037169269487,0.005443483829650976
2023,D6_ARM_003,fairbias,1,Y0,2772,0,0.09353224063918499,0.07818091133350585,0.07058664075337681,0.07186337351604823,0.029680998359225042,0.044121800362628846,0.07058664075337681,0.11598517387867707,0.18130259397616422,0.0036075036075036075
2023,D6_ARM_003,fairbias,1,Y1,351,351,0.16100114889265615,0.12238311008495123,0.12217702419509475,0.1259946340820449,0.04921888631885001,0.07640792832177148,0.12217702419509475,0.20240256240381638,0.3362263630089527,0.019943019943019943
2023,D6_ARM_003,fairbias,2,all,26159,1580,0.060276240051264876,0.06441104216493314,0.040282052928771205,0.042371061601402624,0.01823798884632747,0.02578609129085312,0.040282052928771205,0.06815715289225574,0.12295547376850187,0.002867082075002867
2023,D6_ARM_003,fairbias,2,Y0,24579,0,0.056424785024223045,0.05957673966088394,0.03874822978610515,0.0384275438303395,0.01799703019237243,0.025205536311205146,0.03874822978610515,0.06363308014154465,0.1109272612956003,0.002522478538589853
2023,D6_ARM_003,fairbias,2,Y1,1580,1580,0.12019074201940484,0.09827709590301495,0.08886695413249505,0.10298421956153084,0.03357841342297814,0.05098602061981116,0.08886695413249505,0.153970240181342,0.2506547254419993,0.008227848101265823
2023,D6_ARM_004,baseline,1,all,3123,351,0.08228800297047734,0.07492122136843311,0.062313565882502114,0.06754933297432905,0.02302273140908259,0.036256381201149296,0.062313565882502114,0.10380571417547835,0.15749325153067345,0.005123278898495036
2023,D6_ARM_004,baseline,1,Y0,2772,0,0.07514806213135504,0.06575993406347376,0.05828365394051761,0.06147247423879518,0.02205461986799442,0.03429175440144833,0.05828365394051761,0.0957642286402435,0.14528350750587338,0.003968253968253968
2023,D6_ARM_004,baseline,1,Y1,351,351,0.13867522805893037,0.11063746085400955,0.11103204863603647,0.10039629178700875,0.040488863314046504,0.06590117071964648,0.11103204863603647,0.16629746250665522,0.2819607935957923,0.014245014245014245
2023,D6_ARM_004,baseline,2,all,26159,1580,0.06255658620196758,0.06675159674280491,0.04237042443128023,0.047318383932898396,0.01699707330595677,0.02572404218339793,0.04237042443128023,0.07304242611629633,0.1265159410663875,0.00301999311900302
2023,D6_ARM_004,baseline,2,Y0,24579,0,0.05863284923101353,0.061882306547805487,0.04069762118397698,0.043580211161678636,0.016664907639900323,0.025070540088577384,0.04069762118397698,0.06865075125025602,0.11516724407603408,0.0026445339517474267
2023,D6_ARM_004,baseline,2,Y1,1580,1580,0.12359552987860029,0.10119488195220704,0.0911542003969923,0.10529139508540544,0.03380393769622835,0.052485037331476726,0.0911542003969923,0.15777643241688216,0.2580432060747962,0.008860759493670886
2023,D6_ARM_004,fairbias,1,all,3123,351,0.07265633720824397,0.05439357279953626,0.06081796146253606,0.03913619148085174,0.033208007247495765,0.04419344697738135,0.06081796146253606,0.08332963845823309,0.11651116628260809,0.002561639449247518
2023,D6_ARM_004,fairbias,1,Y0,2772,0,0.06938402277351058,0.0501402687403041,0.059144289345789816,0.03803197901900038,0.03274725549297312,0.043309899280994324,0.059144289345789816,0.0813418782999947,0.10942562734434116,0.0025252525252525255
2023,D6_ARM_004,fairbias,1,Y1,351,351,0.09849923069280504,0.07571404970993721,0.07491771791254977,0.06252349640637253,0.04274215244281906,0.0529254798340874,0.07491771791254977,0.11544897624045994,0.18886026980037915,0.002849002849002849
2023,D6_ARM_004,fairbias,2,all,26159,1580,0.06381219789897016,0.05809855162729852,0.04669370553220572,0.037870349277987325,0.027785927163861603,0.033198039611614424,0.04669370553220572,0.07106838888960175,0.11148529352522253,0.0022554378990022553
2023,D6_ARM_004,fairbias,2,Y0,24579,0,0.06093884301981802,0.05455849477669632,0.0456705618148426,0.03560099631929707,0.02763606514702533,0.03276814972936752,0.0456705618148426,0.06836914604866459,0.10191994599025156,0.002319052849993897
2023,D6_ARM_004,fairbias,2,Y1,1580,1580,0.10851105206016019,0.08635706208375417,0.07449954431054784,0.09193009953141076,0.03517675753496744,0.04806355763301275,0.07449954431054784,0.13999365716442352,0.23910988303997543,0.0012658227848101266
2024,D6_ARM_001,baseline,1,all,14852,1046,0.06611715032659349,0.07442579136856671,0.04245721522649509,0.04981199845326373,0.01602946863558397,0.02538127264432244,0.04245721522649509,0.07519327109758617,0.14128469827850154,0.0037032049555615404
2024,D6_ARM_001,baseline,1,Y0,13806,0,0.0608857473691538,0.066945020053402,0.04045052574613013,0.04510413886693866,0.01564476809474798,0.02468290238152175,0.04045052574613013,0.06978704124846041,0.1239408565194966,0.002607561929595828
2024,D6_ARM_001,baseline,1,Y1,1046,1046,0.1351656677552859,0.11992344507520673,0.09443434172279046,0.12604410929370904,0.03424879780835046,0.05163271355172441,0.09443434172279046,0.17767682284543346,0.3012281560537642,0.018164435946462717
2024,D6_ARM_001,baseline,2,all,17498,1517,0.06558089748600995,0.074086459341481,0.04160800714529057,0.05152868962969287,0.015198325918349444,0.024359113701855176,0.04160800714529057,0.07588780333154804,0.14054813119800694,0.004286204137615728
2024,D6_ARM_001,baseline,2,Y0,15981,0,0.05960453667922301,0.0652844461595525,0.039200525388779266,0.046085327948899524,0.014654235470300137,0.023389301902010055,0.039200525388779266,0.06947462985090957,0.12417058057693407,0.002940992428508854
2024,D6_ARM_001,baseline,2,Y1,1517,1517,0.12853951452837134,0.11866127581516869,0.08586563708963166,0.11837334171455782,0.03132724305245305,0.048418042442360754,0.08586563708963166,0.16679138415691858,0.28575448332956394,0.01845748187211602
2024,D6_ARM_001,fairbias,1,all,14852,1046,0.062177016242488184,0.044741787991279695,0.04889525567066999,0.04359351964325387,0.024502161914926948,0.03286718618369109,0.04889525567066999,0.07646070582694496,0.11529447414308908,6.733099919202801e-05
2024,D6_ARM_001,fairbias,1,Y0,13806,0,0.06028599761571137,0.04275150469624132,0.04768028431003663,0.04154143421727253,0.024165762058337634,0.03231330339857893,0.04768028431003663,0.07385473761585146,0.11163439021745622,7.243227582210633e-05
2024,D6_ARM_001,fairbias,1,Y1,1046,1046,0.08713629268730715,0.060277458330425686,0.07184040253024418,0.06246642379538256,0.03282553620870758,0.045542543369434696,0.07184040253024418,0.10800896716481725,0.1632484495139839,0.0
2024,D6_ARM_001,fairbias,2,all,17498,1517,0.06909285775884821,0.04960367270074566,0.053912437774146116,0.050188892483249405,0.02653897685437938,0.035980842386343324,0.053912437774146116,0.08616973486959273,0.13112610298842672,5.7149388501543034e-05
2024,D6_ARM_001,fairbias,2,Y0,15981,0,0.06675748266100819,0.047580727469114126,0.05206421251890522,0.04754561128410737,0.026144609957995474,0.035191134629280064,0.05206421251890522,0.08273674591338744,0.1254428269186863,6.257430698955009e-05
2024,D6_ARM_001,fairbias,2,Y1,1517,1517,0.09369511843029292,0.06221985500018692,0.07698578335569287,0.06927403139613993,0.03509033344862546,0.04935972049948609,0.07698578335569287,0.11863375189562601,0.1704169225096815,0.0
2024,D6_ARM_002,baseline,1,all,4712,472,0.09721545550683242,0.09726402388828169,0.06162375847672283,0.08523326136908328,0.023982543782971107,0.03609244017357496,0.06162375847672283,0.12132570154265825,0.22199137589725737,0.00870118845500849
2024,D6_ARM_002,baseline,1,Y0,4240,0,0.08810350555469136,0.08645605188186063,0.05737569398199583,0.07294098929737194,0.02338221853909961,0.03475042141492268,0.05737569398199583,0.10769141071229463,0.19773842606995742,0.005424528301886792
2024,D6_ARM_002,baseline,1,Y1,472,472,0.1790685652464045,0.1410303774364082,0.13836625119891707,0.1757968323137365,0.04050656445433024,0.07224882795142591,0.13836625119891707,0.2480456602651624,0.36584730914244024,0.038135593220338986
2024,D6_ARM_002,baseline,2,all,21628,1664,0.057431001755807315,0.06576943845589074,0.037226126349187094,0.04328617800063741,0.014163660175754452,0.022130610826827303,0.037226126349187094,0.06541678882746471,0.1173762080535444,0.002912890697244313
2024,D6_ARM_002,baseline,2,Y0,19964,0,0.05238881688387371,0.057978729613463564,0.03524448533186968,0.0390629177884259,0.01379411013536145,0.021255800862177543,0.03524448533186968,0.06031871865060344,0.10444041152464129,0.0021538769785614106
2024,D6_ARM_002,baseline,2,Y1,1664,1664,0.11792509958229913,0.10924452987437148,0.07999308096596855,0.10489321718652768,0.030581146626862038,0.046977103033575704,0.07999308096596855,0.15187032022010338,0.2583292829223455,0.01201923076923077
2024,D6_ARM_002,baseline,3,all,3237,246,0.07477035823724684,0.07668600897346117,0.05152212575379192,0.055318255273210604,0.02100793093403016,0.030867384189684512,0.05152212575379192,0.08618563946289512,0.1518796519174001,0.004016064257028112
2024,D6_ARM_002,baseline,3,Y0,2991,0,0.0704668778876936,0.0706956809238022,0.05008463367245971,0.05224885678876809,0.020534914491404408,0.030300465023966685,0.05008463367245971,0.08254932181273478,0.13991944485889948,0.0026746907388833165
2024,D6_ARM_002,baseline,3,Y1,246,246,0.127094381511693,0.11706505420343293,0.08582885339008867,0.10904963771286977,0.032977430922209644,0.04987586399462124,0.08582885339008867,0.158925501707491,0.28337318452581317,0.02032520325203252
2024,D6_ARM_002,baseline,4,all,1852,73,0.054269445677673965,0.052588277116022014,0.03981413255353959,0.03586664549213064,0.017883742781950145,0.026465357771727982,0.03981413255353959,0.06233200326385862,0.09684109570306997,0.0010799136069114472
2024,D6_ARM_002,baseline,4,Y0,1779,0,0.05187258082294724,0.04768370064975076,0.038850683025435456,0.03443959233365297,0.017658391141516003,0.026163693404886598,0.038850683025435456,0.06060328573853957,0.09293064846269936,0.0005621135469364812
2024,D6_ARM_002,baseline,4,Y1,73,73,0.11268071384971305,0.10652344840803077,0.06385812969562386,0.10288401371310808,0.0335086331041966,0.04615459397735698,0.06385812969562386,0.14903860769046506,0.2626736170808723,0.0136986301369863
2024,D6_ARM_002,baseline,5,all,266,17,0.09973712131705763,0.09421353623087754,0.06724836212652249,0.08689320700924555,0.024585481682137367,0.03730599380512236,0.06724836212652249,0.12419920081436792,0.21660599410595283,0.007518796992481203
2024,D6_ARM_002,baseline,5,Y0,249,0,0.09867513651062865,0.09478126547803806,0.06582470842529733,0.08741342280121572,0.02443139282425919,0.03631023658079064,0.06582470842529733,0.12372365938200637,0.2155935249414697,0.008032128514056224
2024,D6_ARM_002,baseline,5,Y1,17,17,0.11529207524651769,0.08656329924000138,0.09715248793165304,0.10328267209631463,0.04052374405173776,0.05549787699719751,0.09715248793165304,0.15878054909351214,0.22377518244991398,0.0
2024,D6_ARM_002,baseline,6,all,252,34,0.09856419257438795,0.09281602640659016,0.06660385223143116,0.08402304766805788,0.024688725085983302,0.038478425826791327,0.06660385223143116,0.1225014734948492,0.22454423744014887,0.007936507936507936
2024,D6_ARM_002,baseline,6,Y0,218,0,0.09277050064872483,0.08971400037732474,0.06118258852172636,0.07601918064367097,0.02248356020668453,0.03652526368651919,0.06118258852172636,0.11254444433019016,0.22762884121365665,0.0045871559633027525
2024,D6_ARM_002,baseline,6,Y1,34,34,0.13571198198011045,0.10466913849125285,0.10635709827290135,0.1048204548032314,0.03991043479885302,0.0700046019629236,0.10635709827290135,0.174825056766155,0.21047863027726488,0.029411764705882353
2024,D6_ARM_002,baseline,7,all,408,58,0.08885094670971018,0.08788209800002515,0.062079799974646285,0.06601705375278176,0.02536672629747723,0.03901586483411791,0.062079799974646285,0.10503291858689967,0.17434175520394896,0.00980392156862745
2024,D6_ARM_002,baseline,7,Y0,350,0,0.07817498930926293,0.07615894995185388,0.05737261219010367,0.05704469125145571,0.024448836028379693,0.03726078064660314,0.05737261219010367,0.09430547189805885,0.14806775911779024,0.008571428571428572
2024,D6_ARM_002,baseline,7,Y1,58,58,0.15327482757447808,0.12128597285871676,0.1088962198317761,0.1358682501071458,0.04147356392150229,0.06556546875018385,0.1088962198317761,0.20143371885732964,0.3065156801984752,0.017241379310344827
2024,D6_ARM_002,fairbias,1,all,4712,472,0.08557174528874135,0.0671266182266828,0.06753238403001686,0.06711075116075624,0.027405534945965444,0.041930190502694926,0.06753238403001686,0.10904094166345116,0.16346654921302173,0.0014855687606112054
2024,D6_ARM_002,fairbias,1,Y0,4240,0,0.08071457968829251,0.06172659908902624,0.06488985824275471,0.061753559074075315,0.02689739071164645,0.04086551236227624,0.06488985824275471,0.10261907143635156,0.1533369435273535,0.0004716981132075472
2024,D6_ARM_002,fairbias,1,Y1,472,472,0.12920391085209523,0.09304650356903027,0.10489684819747921,0.09874792647158903,0.041511589800884895,0.06579964595573626,0.10489684819747921,0.1645475724273253,0.24381387464984372,0.01059322033898305
2024,D6_ARM_002,fairbias,2,all,21628,1664,0.05892610073335089,0.05914532959481473,0.04214393923589091,0.04769063312641481,0.008557015236645635,0.025154088294726477,0.04214393923589091,0.07284472142114129,0.12434866934033878,0.001109672646569262
2024,D6_ARM_002,fairbias,2,Y0,19964,0,0.05494319399596813,0.05494319045207376,0.04000360594316961,0.04412056392938747,0.007639311183076684,0.023694181453283166,0.04000360594316961,0.06781474538267064,0.1144802017099613,0.0007513524343818874
2024,D6_ARM_002,fairbias,2,Y1,1664,1664,0.10671140728690214,0.08234096239590952,0.08247215081890094,0.08302540167650868,0.03576557841147928,0.0524019791617358,0.08247215081890094,0.1354273808382445,0.2108484638476249,0.005408653846153846
2024,D6_ARM_002,fairbias,3,all,3237,246,0.07813811726615989,0.07050565910984959,0.05898489232824242,0.0614726864023322,0.01823400683831246,0.03584303003007042,0.05898489232824242,0.09731571643240262,0.15696835078782023,0.0030892801977139327
2024,D6_ARM_002,fairbias,3,Y0,2991,0,0.0754884017111174,0.06850257299935172,0.05696916698910009,0.059348700132565005,0.016746257786847366,0.0347366462055068,0.05696916698910009,0.0940853463380718,0.15287770129039951,0.0026746907388833165
2024,D6_ARM_002,fairbias,3,Y1,246,246,0.11035478078295716,0.08521529121858923,0.0908028472920396,0.08610813614034432,0.03541347976140666,0.055119140829819335,0.0908028472920396,0.14122727697016366,0.2095751507098219,0.008130081300813009
2024,D6_ARM_002,fairbias,4,all,1852,73,0.056097529976310186,0.04333676799256399,0.045812787487346435,0.03709511962705275,0.02108069350526647,0.0302903975153547,0.045812787487346435,0.06738551714240745,0.10363699963944868,0.0005399568034557236
2024,D6_ARM_002,fairbias,4,Y0,1779,0,0.05480032523797732,0.04085305287695575,0.045260487297556946,0.036843802389327565,0.020848072469899608,0.029741498375210576,0.045260487297556946,0.06658530076453814,0.10043435424677978,0.0
2024,D6_ARM_002,fairbias,4,Y1,73,73,0.08771023175020294,0.0775437599343979,0.06227568725265074,0.05159083678379147,0.030778900498635575,0.046937569295232774,0.06227568725265074,0.09852840607902424,0.16141147305852777,0.0136986301369863
2024,D6_ARM_002,fairbias,5,all,266,17,0.09325325018254325,0.08066575100369971,0.06781826488178061,0.08008978637043039,0.02598897525146277,0.04077036329670165,0.06781826488178061,0.12086014966713204,0.19216445993130568,0.0037593984962406013
2024,D6_ARM_002,fairbias,5,Y0,249,0,0.08983255384573209,0.07595997883497303,0.06668669598096102,0.07934319254889627,0.02571790532311303,0.040366169675306346,0.06668669598096102,0.11970936222420261,0.18818376186040872,0.004016064257028112
2024,D6_ARM_002,fairbias,5,Y1,17,17,0.14335639064524763,0.12445290984792251,0.09011450818167442,0.11501169951426388,0.0473406026785723,0.06053177938234423,0.09011450818167442,0.1755434788966081,0.33937147562593956,0.0
2024,D6_ARM_002,fairbias,6,all,252,34,0.10517445965153446,0.09094248314125067,0.07491184511160653,0.0890636124382494,0.027488424425135282,0.04532786101364083,0.07491184511160653,0.13439147345189023,0.24980174978091402,0.0
2024,D6_ARM_002,fairbias,6,Y0,218,0,0.09959544675731175,0.08828587774814273,0.07201830630080414,0.08374090955578264,0.023992010721491534,0.04191039395082749,0.07201830630080414,0.12565130350661013,0.23674223151874102,0.0
2024,D6_ARM_002,fairbias,6,Y1,34,34,0.14094577762037436,0.10063872821616023,0.110323193909445,0.0966620075661811,0.055021361163437504,0.0748529164185128,0.110323193909445,0.1715149239846939,0.2553566143659248,0.0
2024,D6_ARM_002,fairbias,7,all,408,58,0.08358638893429103,0.06521443131787792,0.06529114505765259,0.06212351660429932,0.029526610254645633,0.04056241774962108,0.06529114505765259,0.1026859343539204,0.17276607676322558,0.0
2024,D6_ARM_002,fairbias,7,Y0,350,0,0.07499442586489895,0.05456639044303706,0.05903356285716274,0.05153276929989596,0.02826796906575397,0.03940227005016811,0.05903356285716274,0.09093503935006407,0.14415561929158344,0.0
2024,D6_ARM_002,fairbias,7,Y1,58,58,0.13543444193924323,0.09459428536709036,0.10293224069908895,0.10611873399054994,0.04332304165894846,0.07676354928110762,0.10293224069908895,0.18288228327165756,0.25861609380732387,0.0
2024,D6_ARM_003,baseline,1,all,3705,447,0.11412591174325282,0.10723588339881547,0.07900780755209592,0.09885114486730648,0.028611481082922278,0.0454755116046705,0.07900780755209592,0.14432665647197698,0.2418384972853596,0.015654520917678813
2024,D6_ARM_003,baseline,1,Y0,3258,0,0.10270079240840929,0.09319683964964817,0.07319830798588542,0.08577632848676263,0.027207400164632117,0.04275469075302303,0.07319830798588542,0.12853101923978566,0.21559262728638193,0.009208103130755065
2024,D6_ARM_003,baseline,1,Y1,447,447,0.19739892917707866,0.15546948295660315,0.15642239212469827,0.16929999836998602,0.051561266430622706,0.08621188830836399,0.15642239212469827,0.25551188667835,0.3979648900753063,0.06263982102908278
2024,D6_ARM_003,baseline,2,all,28649,2116,0.059587708146855295,0.06612234782850722,0.03920829261614787,0.04415595814428358,0.014961994289298489,0.023758385197033497,0.03920829261614787,0.06791434334131707,0.12167685472618345,0.002548081957485427
2024,D6_ARM_003,baseline,2,Y0,26533,0,0.05502859293632404,0.059805320311017277,0.03737488249166885,0.040344973146582,0.014542115753923637,0.022887246634070612,0.03737488249166885,0.06323221978065262,0.10960331316643912,0.0020352014472543624
2024,D6_ARM_003,baseline,2,Y1,2116,2116,0.11675547935716982,0.10403328812096982,0.07978238644193518,0.10265024955577284,0.030370800907704304,0.04663905838053392,0.07978238644193518,0.14928930793630676,0.2600160931770795,0.008979206049149339
2024,D6_ARM_003,fairbias,1,all,3705,447,0.10211662190362124,0.090586546891398,0.0737256228414447,0.07910486250382326,0.030959443344920238,0.04628052664808119,0.0737256228414447,0.12538538915190445,0.19948003778182666,0.007557354925775978
2024,D6_ARM_003,fairbias,1,Y0,3258,0,0.09411126856642239,0.07903739558190494,0.06949525136948626,0.07254187033433412,0.029771185272561736,0.04412725307034534,0.06949525136948626,0.11666912340467947,0.18369534020993677,0.003683241252302026
2024,D6_ARM_003,fairbias,1,Y1,447,447,0.16046436501904388,0.1365655522730849,0.11668558044703162,0.11917902769588251,0.047536592316572195,0.07146653332756608,0.11668558044703162,0.1906455610234486,0.35582970526045954,0.035794183445190156
2024,D6_ARM_003,fairbias,2,all,28649,2116,0.0606265945453617,0.06468715693389426,0.040290976027356214,0.04252216701722176,0.018309136997521912,0.025828911026220126,0.040290976027356214,0.06835107804344188,0.12045644810021565,0.00265279765436839
2024,D6_ARM_003,fairbias,2,Y0,26533,0,0.056366694725027304,0.05855466955943633,0.03868315829328003,0.039115177161046,0.017995539531750086,0.025189223693953326,0.03868315829328003,0.06430440085499932,0.1099657313215743,0.0022236460257038407
2024,D6_ARM_003,fairbias,2,Y1,2116,2116,0.11404243666867579,0.10288419419766956,0.07673578407653553,0.09779153061735464,0.03078942575566233,0.04570881659635791,0.07673578407653553,0.14350034721371255,0.2634102336321184,0.008034026465028356
2024,D6_ARM_004,baseline,1,all,3705,447,0.08237425995373394,0.07688305277125797,0.06006776152715533,0.06518588311983936,0.023357658314584865,0.03630689933574282,0.06006776152715533,0.10149278245558219,0.1604203505793101,0.004588394062078272
2024,D6_ARM_004,baseline,1,Y0,3258,0,0.07453918102392468,0.06494347784425113,0.0559117103264708,0.05923944157460247,0.02243563796040049,0.03447520225675291,0.0559117103264708,0.09371464383135537,0.14470772071882423,0.0024554941682013503
2024,D6_ARM_004,baseline,1,Y1,447,447,0.13948094262335053,0.1207200621329324,0.10042492925673328,0.11250219806096722,0.03929869585506845,0.06016968255684994,0.10042492925673328,0.17267188061781716,0.29860345830468443,0.020134228187919462
2024,D6_ARM_004,baseline,2,all,28649,2116,0.06258371352450424,0.06670986849920649,0.04202670945266366,0.0458896890732102,0.01677372590354412,0.02590800243577754,0.04202670945266366,0.07179769150898774,0.1273319024175854,0.0024782714928967852
2024,D6_ARM_004,baseline,2,Y0,26533,0,0.058361654609724416,0.061276181916840256,0.04036895732144777,0.04269928432852107,0.016388369622172633,0.025021117065996586,0.04036895732144777,0.06772040139451765,0.11494767739645372,0.002148268194324049
2024,D6_ARM_004,baseline,2,Y1,2116,2116,0.11552506002065409,0.10074023961532215,0.07777059172954201,0.10112419349401328,0.03117618353079066,0.047825946550118105,0.07777059172954201,0.14895014004413137,0.2605160355810572,0.006616257088846881
2024,D6_ARM_004,fairbias,1,all,3705,447,0.0726725596644368,0.05379672209062026,0.06077442894425527,0.03960844562281893,0.0329664268378262,0.04359361227656677,0.06077442894425527,0.0832020578993857,0.1164968688745968,0.0021592442645074223
2024,D6_ARM_004,fairbias,1,Y0,3258,0,0.06940318865158375,0.046847140208502495,0.05978199981050522,0.038691437220639974,0.032754624928684674,0.043022313513177826,0.05978199981050522,0.0817137507338178,0.11077386479236517,0.001534683855125844
2024,D6_ARM_004,fairbias,1,Y1,447,447,0.09650166650979529,0.08579706860968975,0.06730522609184512,0.05875769629858364,0.03693774764183733,0.04804884542611397,0.06730522609184512,0.10680654172469761,0.20153606017782014,0.006711409395973154
2024,D6_ARM_004,fairbias,2,all,28649,2116,0.06331332306069055,0.05667674649888858,0.04647324358809585,0.037235030941500095,0.02765349747557905,0.03312753476739968,0.04647324358809585,0.07036256570889977,0.11089223250823992,0.0020594087053649344
2024,D6_ARM_004,fairbias,2,Y0,26533,0,0.06060184559069206,0.05327884291541969,0.045321036005625634,0.035127908696156604,0.027615973609907186,0.03274602725368786,0.045321036005625634,0.06787393594984446,0.10148116228683646,0.001997512531564467
2024,D6_ARM_004,fairbias,2,Y1,2116,2116,0.09731314901129084,0.08155935900488133,0.06479450113245966,0.07848185059689146,0.03206583771581739,0.04422026001986129,0.06479450113245966,0.12270211061675275,0.21509625435441143,0.002835538752362949
